 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort
   169    1.496           16587           16587           16612          0.5000;
   170    1.505           16772           16772           16811          0.5000;
   171    1.514           16959           16959           17006          0.5000;
   172    1.523           17149           17149           17197          0.5000;
   173    1.532           17342           17342           17386          0.5000;
   174    1.541           17539           17539           17571          0.5000;
   175    1.549           17740           17740           17753          0.5000;
   176    1.558           17945           17945           17933          0.5000;
   177    1.567           18153           18153           18111          0.5000;
   178    1.576           18362           18362           18291          0.5000;
   179    1.585           18573           18573           18473          0.5000;
   180    1.594           18783           18783           18659          0.5000;
   181    1.603           18992           18992           18849          0.5000;
   182    1.611           19199           19199           19044          0.5000;
   183    1.620           19402           19402           19245          0.5000;
   184    1.629           19603           19603           19453          0.5000;
   185    1.638           19802           19802           19665          0.5000;
   186    1.647           19999           19999           19883          0.5000;
   187    1.656           20197           20197           20105          0.5000;
   188    1.665           20396           20396           20330          0.5000;
   189    1.673           20597           20597           20556          0.5000;
   190    1.682           20801           20801           20783          0.5000;
   191    1.691           21009           21009           21009          0.5000;
   192    1.700           21219           21219           21233          0.5000;
   193    1.709           21431           21431           21454          0.5000;
   194    1.718           21645           21645           21673          0.5000;
   195    1.727           21860           21860           21888          0.5000;
   196    1.735           22077           22077           22099          0.5000;
   197    1.744           22295           22295           22308          0.5000;
   198    1.753           22515           22515           22514          0.5000;
   199    1.762           22737           22737           22718          0.5000;
   200    1.771           22961           22961           22920          0.5000;
   201    1.780           23187           23187           23123          0.5000;
   202    1.789           23415           23415           23326          0.5000;
   203    1.797           23645           23645           23532          0.5000;
   204    1.806           23874           23874           23740          0.5000;
   205    1.815           24102           24102           23952          0.5000;
   206    1.824           24329           24329           24169          0.5000;
   207    1.833           24552           24552           24391          0.5000;
   208    1.842           24773           24773           24618          0.5000;
   209    1.851           24991           24991           24850          0.5000;
   210    1.859           25209           25209           25087          0.5000;
   211    1.868           25426           25426           25326          0.5000;
   212    1.877           25645           25645           25568          0.5000;
   213    1.886           25865           25865           25810          0.5000;
   214    1.895           26089           26089           26052          0.5000;
   215    1.904           26315           26315           26295          0.5000;
   216    1.913           26544           26544           26535          0.5000;
   217    1.921           26775           26775           26772          0.5000;
   218    1.930           27007           27007           27008          0.5000;
   219    1.939           27240           27240           27240          0.5000;
   220    1.948           27473           27473           27470          0.5000;
   221    1.957           27706           27706           27697          0.5000;
   222    1.966           27940           27940           27923          0.5000;
   223    1.974           28176           28176           28146          0.5000;
   224    1.983           28414           28414           28369          0.5000;
   225    1.992           28655           28655           28591          0.5000;
   226    2.001           28897           28897           28814          0.0000;
   227    2.010           29138           29138           29040          0.0000;
   228    2.019           29375           29375           29267          0.0000;
   229    2.028           29605           29605           29497          0.0000;
   230    2.036           29830           29830           29731          0.0000;
   231    2.045           30049           30049           29969          0.0000;
   232    2.054           30262           30262           30208          0.0000;
   233    2.063           30473           30473           30448          0.0000;
   234    2.072           30682           30682           30688          0.0000;
   235    2.081           30889           30889           30925          0.0000;
   236    2.090           31095           31095           31159          0.0000;
   237    2.098           31302           31302           31389          0.0000;
   238    2.107           31510           31510           31614          0.0000;
   239    2.116           31719           31719           31833          0.0000;
   240    2.125           31929           31929           32045          0.0000;
   241    2.134           32139           32139           32250          0.0000;
   242    2.143           32349           32349           32449          0.0000;
   243    2.152           32557           32557           32642          0.0000;
   244    2.160           32763           32763           32830          0.0000;
   245    2.169           32967           32967           33013          0.0000;
   246    2.178           33170           33170           33194          0.0000;
   247    2.187           33371           33371           33372          0.0000;
   248    2.196           33570           33570           33549          0.0000;
   249    2.205           33767           33767           33726          0.0000;
   250    2.214           33961           33961           33904          0.0000;
   251    2.222           34152           34152           34084          0.0000;
   252    2.231           34339           34339           34265          0.0000;
   253    2.240           34522           34522           34450          0.0000;
   254    2.249           34701           34701           34637          0.0000;
   255    2.258           34875           34875           34827          0.0000;
   256    2.267           35047           35047           35017          0.0000;
   257    2.276           35214           35214           35209          0.0000;
   258    2.284           35377           35377           35400          0.0000;
   259    2.293           35538           35538           35589          0.0000;
   260    2.302           35698           35698           35774          0.0000;
   261    2.311           35857           35857           35955          0.0000;
   262    2.320           36017           36017           36130          0.0000;
   263    2.329           36178           36178           36299          0.0000;
   264    2.338           36341           36341           36462          0.0000;
   265    2.346           36505           36505           36618          0.0000;
   266    2.355           36672           36672           36767          0.0000;
   267    2.364           36838           36838           36911          0.0000;
   268    2.373           37006           37006           37051          0.0000;
   269    2.382           37171           37171           37187          0.0000;
   270    2.391           37335           37335           37321          0.0000;
   271    2.399           37495           37495           37456          0.0000;
   272    2.408           37651           37651           37591          0.0000;
   273    2.417           37801           37801           37728          0.0000;
   274    2.426           37947           37947           37867          0.0000;
   275    2.435           38086           38086           38009          0.0000;
   276    2.444           38221           38221           38153          0.0000;
   277    2.453           38350           38350           38300          0.0000;
   278    2.461           38475           38475           38447          0.0000;
   279    2.470           38598           38598           38594          0.0000;
   280    2.479           38718           38718           38740          0.0000;
   281    2.488           38837           38837           38884          0.0000;
   282    2.497           38954           38954           39024          0.0000;
   283    2.506           39072           39072           39159          0.0000;
   284    2.515           39191           39191           39289          0.0000;
   285    2.523           39310           39310           39412          0.0000;
   286    2.532           39430           39430           39530          0.0000;
   287    2.541           39550           39550           39640          0.0000;
   288    2.550           39671           39671           39745          0.0000;
   289    2.559           39793           39793           39845          0.0000;
   290    2.568           39913           39913           39940          0.0000;
   291    2.577           40030           40030           40033          0.0000;
   292    2.585           40145           40145           40124          0.0000;
   293    2.594           40257           40257           40214          0.0000;
   294    2.603           40365           40365           40304          0.0000;
   295    2.612           40467           40467           40396          0.0000;
   296    2.621           40565           40565           40489          0.0000;
   297    2.630           40658           40658           40584          0.0000;
   298    2.639           40746           40746           40681          0.0000;
   299    2.647           40829           40829           40779          0.0000;
   300    2.656           40907           40907           40877          0.0000;
   301    2.665           40983           40983           40976          0.0000;
   302    2.674           41056           41056           41073          0.0000;
   303    2.683           41127           41127           41167          0.0000;
   304    2.692           41198           41198           41257          0.0000;
   305    2.701           41267           41267           41343          0.0000;
   306    2.709           41338           41338           41423          0.0000;
   307    2.718           41409           41409           41498          0.0000;
   308    2.727           41481           41481           41566          0.0000;
   309    2.736           41553           41553           41628          0.0000;
   310    2.745           41627           41627           41685          0.0000;
   311    2.754           41701           41701           41737          0.0000;
   312    2.763           41774           41774           41786          0.0000;
   313    2.771           41846           41846           41832          0.0000;
   314    2.780           41917           41917           41877          0.0000;
   315    2.789           41986           41986           41922          0.0000;
   316    2.798           42052           42052           41968          0.0000;
   317    2.807           42114           42114           42016          0.0000;
   318    2.816           42173           42173           42067          0.0000;
   319    2.824           42227           42227           42121          0.0000;
   320    2.833           42279           42279           42178          0.0000;
   321    2.842           42325           42325           42238          0.0000;
   322    2.851           42368           42368           42301          0.0000;
   323    2.860           42407           42407           42364          0.0000;
   324    2.869           42444           42444           42428          0.0000;
   325    2.878           42479           42479           42490          0.0000;
   326    2.886           42512           42512           42550          0.0000;
   327    2.895           42543           42543           42607          0.0000;
   328    2.904           42575           42575           42658          0.0000;
   329    2.913           42605           42605           42703          0.0000;
   330    2.922           42637           42637           42741          0.0000;
   331    2.931           42669           42669           42773          0.0000;
   332    2.940           42703           42703           42797          0.0000;
   333    2.948           42737           42737           42815          0.0000;
   334    2.957           42771           42771           42827          0.0000;
   335    2.966           42803           42803           42835          0.0000;
   336    2.975           42834           42834           42839          0.0000;
   337    2.984           42862           42862           42840          0.0000;
   338    2.993           42887           42887           42841          0.0000;
   339    3.002           42908           42908           42843          0.0000;
   340    3.010           42925           42925           42845          0.0000;
   341    3.019           42938           42938           42849          0.0000;
   342    3.028           42946           42946           42856          0.0000;
   343    3.037           42949           42949           42865          0.0000;
   344    3.046           42949           42949           42876          0.0000;
   345    3.055           42945           42945           42888          0.0000;
   346    3.064           42937           42937           42902          0.0000;
   347    3.072           42928           42928           42915          0.0000;
   348    3.081           42917           42917           42926          0.0000;
   349    3.090           42905           42905           42935          0.0000;
   350    3.099           42894           42894           42941          0.0000;
   351    3.108           42882           42882           42943          0.0000;
   352    3.117           42872           42872           42939          0.0000;
   353    3.126           42862           42862           42931          0.0000;
   354    3.134           42853           42853           42918          0.0000;
   355    3.143           42845           42845           42900          0.0000;
   356    3.152           42837           42837           42879          0.0000;
   357    3.161           42829           42829           42854          0.0000;
   358    3.170           42821           42821           42827          0.0000;
   359    3.179           42813           42813           42799          0.0000;
   360    3.188           42804           42804           42770          0.0000;
   361    3.196           42793           42793           42742          0.0000;
   362    3.205           42781           42781           42716          0.0000;
   363    3.214           42767           42767           42692          0.0000;
   364    3.223           42751           42751           42670          0.0000;
   365    3.232           42733           42733           42652          0.0000;
   366    3.241           42714           42714           42636          0.0000;
   367    3.249           42693           42693           42624          0.0000;
   368    3.258           42672           42672           42615          0.0000;
   369    3.267           42650           42650           42607          0.0000;
   370    3.276           42627           42627           42600          0.0000;
   371    3.285           42605           42605           42595          0.0000;
   372    3.294           42583           42583           42588          0.0000;
   373    3.303           42562           42562           42581          0.0000;
   374    3.311           42541           42541           42572          0.0000;
   375    3.320           42522           42522           42561          0.0000;
   376    3.329           42505           42505           42548          0.0000;
   377    3.338           42489           42489           42531          0.0000;
   378    3.347           42474           42474           42512          0.0000;
   379    3.356           42461           42461           42491          0.0000;
   380    3.365           42450           42450           42467          0.0000;
   381    3.373           42440           42440           42442          0.0000;
   382    3.382           42431           42431           42416          0.0000;
   383    3.391           42423           42423           42390          0.0000;
   384    3.400           42414           42414           42365          0.0000;
   385    3.409           42405           42405           42342          0.0000;
   386    3.418           42396           42396           42321          0.0000;
   387    3.427           42385           42385           42303          0.0000;
   388    3.435           42374           42374           42288          0.0000;
   389    3.444           42362           42362           42277          0.0000;
   390    3.453           42348           42348           42268          0.0000;
   391    3.462           42334           42334           42264          0.0000;
   392    3.471           42319           42319           42261          0.0000;
   393    3.480           42303           42303           42261          0.0000;
   394    3.489           42288           42288           42262          0.0000;
   395    3.497           42273           42273           42263          0.0000;
   396    3.506           42260           42260           42264          0.0000;
   397    3.515           42247           42247           42264          0.0000;
   398    3.524           42237           42237           42262          0.0000;
   399    3.533           42228           42228           42258          0.0000;
   400    3.542           42221           42221           42252          0.0000;
   401    3.551           42217           42217           42244          0.0000;
   402    3.559           42215           42215           42233          0.0000;
   403    3.568           42214           42214           42222          0.0000;
   404    3.577           42215           42215           42209          0.0000;
   405    3.586           42217           42217           42195          0.0000;
   406    3.595           42219           42219           42183          0.0000;
   407    3.604           42222           42222           42171          0.0000;
   408    3.613           42224           42224           42161          0.0000;
   409    3.621           42225           42225           42153          0.0000;
   410    3.630           42225           42225           42149          0.0000;
   411    3.639           42223           42223           42147          0.0000;
   412    3.648           42221           42221           42149          0.0000;
   413    3.657           42217           42217           42153          0.0000;
   414    3.666           42213           42213           42160          0.0000;
   415    3.674           42210           42210           42168          0.0000;
   416    3.683           42206           42206           42177          0.0000;
   417    3.692           42203           42203           42186          0.0000;
   418    3.701           42202           42202           42195          0.0000;
   419    3.710           42201           42201           42203          0.0000;
   420    3.719           42202           42202           42209          0.0000;
   421    3.728           42205           42205           42214          0.0000;
   422    3.736           42208           42208           42217          0.0000;
   423    3.745           42213           42213           42218          0.0000;
   424    3.754           42218           42218           42218          0.0000;
   425    3.763           42224           42224           42216          0.0000;
   426    3.772           42230           42230           42213          0.0000;
   427    3.781           42235           42235           42210          0.0000;
   428    3.790           42240           42240           42207          0.0000;
   429    3.798           42243           42243           42204          0.0000;
   430    3.807           42246           42246           42203          0.0000;
   431    3.816           42247           42247           42202          0.0000;
   432    3.825           42247           42247           42202          0.0000;
   433    3.834           42246           42246           42204          0.0000;
   434    3.843           42244           42244           42206          0.0000;
   435    3.852           42241           42241           42209          0.0000;
   436    3.860           42238           42238           42213          0.0000;
   437    3.869           42234           42234           42216          0.0000;
   438    3.878           42231           42231           42219          0.0000;
   439    3.887           42229           42229           42221          0.0000;
   440    3.896           42227           42227           42222          0.0000;
   441    3.905           42225           42225           42222          0.0000;
   442    3.914           42225           42225           42220          0.0000;
   443    3.922           42226           42226           42218          0.0000;
   444    3.931           42227           42227           42215          0.0000;
   445    3.940           42229           42229           42211          0.0000;
   446    3.949           42230           42230           42206          0.0000;
   447    3.958           42232           42232           42202          0.0000;
   448    3.967           42233           42233           42199          0.0000;
   449    3.976           42234           42234           42196          0.0000;
   450    3.984           42234           42234           42193          0.0000]
