 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000               0               0              -1          0.0000;
     1    0.009               1               2              -1          0.5000;
     2    0.018               4               6               0          0.5000;
     3    0.027              12              16               0          0.5000;
     4    0.035              24              29               1          0.5000;
     5    0.044              40              46               3          0.5000;
     6    0.053              60              66               8          0.5000;
     7    0.062              82              89              15          0.5000;
     8    0.071             106             113              25          0.5000;
     9    0.080             131             139              39          0.5000;
    10    0.089             158             166              57          0.5000;
    11    0.097             185             193              80          0.5000;
    12    0.106             212             220             109          0.5000;
    13    0.115             239             248             142          0.5000;
    14    0.124             267             275             179          0.5000;
    15    0.133             294             302             221          0.5000;
    16    0.142             321             329             265          0.5000;
    17    0.151             348             356             312          0.5000;
    18    0.159             376             384             361          0.5000;
    19    0.168             405             414             410          0.5000;
    20    0.177             436             446             458          0.5000;
    21    0.186             469             479             505          0.5000;
    22    0.195             504             516             550          0.5000;
    23    0.204             543             555             592          0.5000;
    24    0.213             584             597             632          0.5000;
    25    0.221             628             641             669          0.5000;
    26    0.230             674             688             704          0.5000;
    27    0.239             722             736             737          0.5000;
    28    0.248             770             785             770          0.5000;
    29    0.257             819             834             803          0.5000;
    30    0.266             868             883             836          0.5000;
    31    0.274             917             932             871          0.5000;
    32    0.283             966             980             908          0.5000;
    33    0.292            1014            1028             947          0.5000;
    34    0.301            1061            1075             990          0.5000;
    35    0.310            1107            1121            1036          0.5000;
    36    0.319            1153            1166            1086          0.5000;
    37    0.328            1198            1211            1138          0.5000;
    38    0.336            1241            1254            1193          0.5000;
    39    0.345            1284            1297            1251          0.5000;
    40    0.354            1328            1341            1310          0.5000;
    41    0.363            1373            1387            1370          0.5000;
    42    0.372            1420            1435            1429          0.5000;
    43    0.381            1470            1485            1489          0.5000;
    44    0.390            1522            1538            1547          0.5000;
    45    0.398            1576            1592            1604          0.5000;
    46    0.407            1632            1650            1660          0.5000;
    47    0.416            1692            1711            1715          0.5000;
    48    0.425            1756            1775            1769          0.5000;
    49    0.434            1822            1843            1823          0.5000;
    50    0.443            1892            1914            1876          0.5000;
    51    0.452            1965            1987            1931          0.5000;
    52    0.460            2040            2063            1988          0.5000;
    53    0.469            2117            2140            2047          0.5000;
    54    0.478            2194            2218            2111          0.5000;
    55    0.487            2274            2298            2179          0.5000;
    56    0.496            2353            2378            2252          0.5000;
    57    0.505            2434            2458            2330          0.5000;
    58    0.514            2515            2539            2413          0.5000;
    59    0.522            2595            2619            2502          0.5000;
    60    0.531            2675            2699            2596          0.5000;
    61    0.540            2756            2780            2694          0.5000;
    62    0.549            2837            2861            2795          0.5000;
    63    0.558            2919            2943            2900          0.5000;
    64    0.567            3002            3027            3006          0.5000;
    65    0.576            3085            3111            3112          0.5000;
    66    0.584            3171            3197            3217          0.5000;
    67    0.593            3258            3285            3321          0.5000;
    68    0.602            3349            3377            3423          0.5000;
    69    0.611            3442            3471            3522          0.5000;
    70    0.620            3537            3566            3617          0.5000;
    71    0.629            3635            3665            3710          0.5000;
    72    0.638            3736            3766            3800          0.5000;
    73    0.646            3839            3870            3888          0.5000;
    74    0.655            3944            3976            3974          0.5000;
    75    0.664            4051            4083            4059          0.5000;
    76    0.673            4160            4193            4146          0.5000;
    77    0.682            4271            4305            4234          0.5000;
    78    0.691            4384            4418            4325          0.5000;
    79    0.699            4499            4533            4419          0.5000;
    80    0.708            4614            4649            4519          0.5000;
    81    0.717            4731            4766            4624          0.5000;
    82    0.726            4848            4883            4736          0.5000;
    83    0.735            4965            5000            4854          0.5000;
    84    0.744            5082            5118            4978          0.5000;
    85    0.753            5200            5235            5109          0.5000;
    86    0.761            5316            5351            5244          0.5000;
    87    0.770            5433            5468            5384          0.5000;
    88    0.779            5549            5584            5527          0.5000;
    89    0.788            5666            5700            5672          0.5000;
    90    0.797            5782            5817            5818          0.5000;
    91    0.806            5899            5934            5963          0.5000;
    92    0.815            6018            6054            6105          0.5000;
    93    0.823            6139            6175            6244          0.5000;
    94    0.832            6260            6298            6379          0.5000;
    95    0.841            6385            6423            6509          0.5000;
    96    0.850            6513            6552            6634          0.5000;
    97    0.859            6643            6683            6754          0.5000;
    98    0.868            6777            6818            6869          0.5000;
    99    0.877            6914            6956            6981          0.5000;
   100    0.885            7054            7096            7090          0.5000;
   101    0.894            7197            7240            7199          0.5000;
   102    0.903            7342            7386            7308          0.5000;
   103    0.912            7489            7533            7421          0.5000;
   104    0.921            7636            7681            7537          0.5000;
   105    0.930            7784            7828            7659          0.5000;
   106    0.939            7931            7974            7788          0.5000;
   107    0.947            8075            8118            7924          0.5000;
   108    0.956            8217            8259            8069          0.5000;
   109    0.965            8356            8397            8221          0.5000;
   110    0.974            8492            8532            8380          0.5000;
   111    0.983            8626            8665            8545          0.5000;
   112    0.992            8757            8796            8714          0.5000;
   113    1.001            8888            8926            8886          0.5000;
   114    1.009            9018            9056            9058          0.5000;
   115    1.018            9148            9188            9229          0.5000;
   116    1.027            9282            9322            9396          0.5000;
   117    1.036            9418            9460            9558          0.5000;
   118    1.045            9560            9604            9713          0.5000;
   119    1.054            9707            9753            9862          0.5000;
   120    1.063            9861            9908           10004          0.5000;
   121    1.071           10021           10070           10140          0.5000;
   122    1.080           10187           10237           10270          0.5000;
   123    1.089           10357           10409           10397          0.5000;
   124    1.098           10532           10584           10523          0.5000;
   125    1.107           10707           10760           10651          0.5000;
   126    1.116           10883           10936           10782          0.5000;
   127    1.124           11057           11109           10919          0.5000;
   128    1.133           11228           11279           11063          0.5000;
   129    1.142           11395           11444           11215          0.5000;
   130    1.151           11557           11604           11377          0.5000;
   131    1.160           11714           11759           11548          0.5000;
   132    1.169           11866           11910           11727          0.5000;
   133    1.178           12014           12058           11912          0.5000;
   134    1.186           12159           12203           12102          0.5000;
   135    1.195           12304           12348           12295          0.5000;
   136    1.204           12450           12495           12490          0.5000;
   137    1.213           12599           12645           12683          0.5000;
   138    1.222           12752           12799           12872          0.5000;
   139    1.231           12911           12959           13056          0.5000;
   140    1.240           13075           13126           13234          0.5000;
   141    1.248           13246           13298           13404          0.5000;
   142    1.257           13421           13475           13568          0.5000;
   143    1.266           13602           13657           13727          0.5000;
   144    1.275           13786           13841           13880          0.5000;
   145    1.284           13972           14028           14031          0.5000;
   146    1.293           14160           14216           14180          0.5000;
   147    1.302           14348           14404           14329          0.5000;
   148    1.310           14536           14592           14481          0.5000;
   149    1.319           14723           14779           14637          0.5000;
   150    1.328           14909           14964           14799          0.5000;
   151    1.337           15093           15148           14967          0.5000;
   152    1.346           15276           15331           15143          0.5000;
   153    1.355           15458           15513           15326          0.5000;
   154    1.364           15640           15694           15518          0.5000;
   155    1.372           15821           15875           15717          0.5000;
   156    1.381           16001           16054           15922          0.5000;
   157    1.390           16180           16234           16133          0.5000;
   158    1.399           16359           16412           16348          0.5000;
   159    1.408           16536           16590           16565          0.5000;
   160    1.417           16715           16769           16781          0.5000;
   161    1.426           16894           16948           16996          0.5000;
   162    1.434           17074           17129           17208          0.5000;
   163    1.443           17257           17313           17415          0.5000;
   164    1.452           17444           17501           17616          0.5000;
   165    1.461           17635           17693           17811          0.5000;
   166    1.470           17832           17892           17999          0.5000;
   167    1.479           18035           18096           18181          0.5000;
   168    1.488           18243           18306           18357          0.5000;
   169    1.496           18456           18520           18530          0.5000;
   170    1.505           18672           18737           18702          0.5000;
   171    1.514           18890           18955           18875          0.5000;
   172    1.523           19107           19172           19050          0.5000;
   173    1.532           19323           19388           19230          0.5000;
   174    1.541           19537           19600           19416          0.5000;
   175    1.549           19746           19808           19610          0.5000;
   176    1.558           19952           20013           19812          0.5000;
   177    1.567           20154           20213           20022          0.5000;
   178    1.576           20352           20411           20240          0.5000;
   179    1.585           20549           20608           20466          0.5000;
   180    1.594           20746           20806           20697          0.5000;
   181    1.603           20945           21004           20932          0.5000;
   182    1.611           21144           21204           21169          0.5000;
   183    1.620           21346           21407           21407          0.5000;
   184    1.629           21550           21611           21642          0.5000;
   185    1.638           21755           21817           21875          0.5000;
   186    1.647           21963           22026           22102          0.5000;
   187    1.656           22174           22237           22325          0.5000;
   188    1.665           22386           22451           22542          0.5000;
   189    1.673           22602           22668           22753          0.5000;
   190    1.682           22822           22888           22958          0.5000;
   191    1.691           23044           23112           23157          0.5000;
   192    1.700           23271           23340           23352          0.5000;
   193    1.709           23501           23571           23546          0.5000;
   194    1.718           23734           23805           23738          0.5000;
   195    1.727           23969           24040           23932          0.5000;
   196    1.735           24204           24275           24128          0.5000;
   197    1.744           24438           24507           24330          0.5000;
   198    1.753           24668           24736           24537          0.5000;
   199    1.762           24894           24962           24752          0.5000;
   200    1.771           25116           25183           24975          0.5000;
   201    1.780           25335           25400           25204          0.5000;
   202    1.789           25550           25615           25442          0.5000;
   203    1.797           25764           25828           25685          0.5000;
   204    1.806           25978           26042           25932          0.5000;
   205    1.815           26192           26257           26183          0.5000;
   206    1.824           26409           26474           26435          0.5000;
   207    1.833           26628           26694           26686          0.5000;
   208    1.842           26849           26916           26935          0.5000;
   209    1.851           27072           27139           27181          0.5000;
   210    1.859           27297           27366           27422          0.5000;
   211    1.868           27525           27594           27659          0.5000;
   212    1.877           27754           27823           27889          0.5000;
   213    1.886           27986           28056           28114          0.5000;
   214    1.895           28220           28291           28335          0.5000;
   215    1.904           28457           28529           28551          0.5000;
   216    1.913           28698           28771           28763          0.5000;
   217    1.921           28942           29016           28974          0.5000;
   218    1.930           29189           29263           29185          0.5000;
   219    1.939           29437           29511           29398          0.5000;
   220    1.948           29684           29757           29614          0.5000;
   221    1.957           29928           30001           29835          0.5000;
   222    1.966           30170           30241           30063          0.5000;
   223    1.974           30407           30478           30298          0.5000;
   224    1.983           30642           30711           30540          0.5000;
   225    1.992           30874           30943           30789          0.5000;
   226    2.001           31104           31174           31043          0.5000;
   227    2.010           31334           31402           31303          0.0000;
   228    2.019           31560           31628           31566          0.0000;
   229    2.028           31783           31850           31831          0.0000;
   230    2.036           32004           32070           32095          0.0000;
   231    2.045           32223           32289           32358          0.0000;
   232    2.054           32441           32506           32617          0.0000;
   233    2.063           32657           32722           32869          0.0000;
   234    2.072           32873           32938           33114          0.0000;
   235    2.081           33088           33153           33349          0.0000;
   236    2.090           33306           33371           33574          0.0000;
   237    2.098           33525           33591           33789          0.0000;
   238    2.107           33747           33814           33993          0.0000;
   239    2.116           33971           34039           34189          0.0000;
   240    2.125           34198           34266           34376          0.0000;
   241    2.134           34426           34494           34558          0.0000;
   242    2.143           34653           34721           34735          0.0000;
   243    2.152           34878           34945           34912          0.0000;
   244    2.160           35100           35166           35090          0.0000;
   245    2.169           35317           35381           35271          0.0000;
   246    2.178           35528           35590           35456          0.0000;
   247    2.187           35732           35792           35648          0.0000;
   248    2.196           35928           35986           35846          0.0000;
   249    2.205           36119           36175           36049          0.0000;
   250    2.214           36304           36359           36259          0.0000;
   251    2.222           36486           36539           36472          0.0000;
   252    2.231           36663           36715           36688          0.0000;
   253    2.240           36838           36890           36905          0.0000;
   254    2.249           37011           37063           37120          0.0000;
   255    2.258           37184           37236           37332          0.0000;
   256    2.267           37357           37408           37539          0.0000;
   257    2.276           37530           37582           37738          0.0000;
   258    2.284           37704           37756           37930          0.0000;
   259    2.293           37878           37930           38113          0.0000;
   260    2.302           38053           38106           38285          0.0000;
   261    2.311           38228           38281           38449          0.0000;
   262    2.320           38404           38457           38604          0.0000;
   263    2.329           38580           38632           38750          0.0000;
   264    2.338           38755           38808           38891          0.0000;
   265    2.346           38930           38982           39026          0.0000;
   266    2.355           39104           39156           39157          0.0000;
   267    2.364           39276           39327           39288          0.0000;
   268    2.373           39445           39495           39420          0.0000;
   269    2.382           39610           39659           39554          0.0000;
   270    2.391           39771           39818           39692          0.0000;
   271    2.399           39927           39973           39835          0.0000;
   272    2.408           40078           40122           39983          0.0000;
   273    2.417           40223           40265           40137          0.0000;
   274    2.426           40362           40402           40295          0.0000;
   275    2.435           40495           40534           40457          0.0000;
   276    2.444           40623           40660           40621          0.0000;
   277    2.453           40746           40783           40786          0.0000;
   278    2.461           40867           40903           40949          0.0000;
   279    2.470           40985           41020           41108          0.0000;
   280    2.479           41102           41137           41262          0.0000;
   281    2.488           41219           41254           41408          0.0000;
   282    2.497           41336           41372           41545          0.0000;
   283    2.506           41456           41493           41673          0.0000;
   284    2.515           41578           41616           41790          0.0000;
   285    2.523           41703           41742           41897          0.0000;
   286    2.532           41831           41870           41995          0.0000;
   287    2.541           41960           41999           42086          0.0000;
   288    2.550           42090           42129           42171          0.0000;
   289    2.559           42220           42259           42252          0.0000;
   290    2.568           42348           42387           42331          0.0000;
