 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort
   193    1.709           23231           23320           23384          0.5000;
   194    1.718           23454           23543           23594          0.5000;
   195    1.727           23679           23771           23802          0.5000;
   196    1.735           23910           24003           24008          0.5000;
   197    1.744           24143           24236           24214          0.5000;
   198    1.753           24377           24470           24421          0.5000;
   199    1.762           24611           24704           24630          0.5000;
   200    1.771           24843           24935           24843          0.5000;
   201    1.780           25073           25164           25060          0.5000;
   202    1.789           25301           25391           25282          0.5000;
   203    1.797           25526           25616           25510          0.5000;
   204    1.806           25749           25838           25741          0.5000;
   205    1.815           25971           26060           25977          0.5000;
   206    1.824           26193           26282           26216          0.5000;
   207    1.833           26415           26504           26458          0.5000;
   208    1.842           26639           26729           26702          0.5000;
   209    1.851           26864           26955           26946          0.5000;
   210    1.859           27091           27181           27191          0.5000;
   211    1.868           27317           27408           27434          0.5000;
   212    1.877           27545           27636           27675          0.5000;
   213    1.886           27773           27865           27914          0.5000;
   214    1.895           28002           28094           28149          0.5000;
   215    1.904           28232           28325           28381          0.5000;
   216    1.913           28465           28558           28610          0.5000;
   217    1.921           28700           28795           28835          0.5000;
   218    1.930           28939           29036           29058          0.5000;
   219    1.939           29182           29279           29277          0.5000;
   220    1.948           29426           29525           29497          0.5000;
   221    1.957           29672           29771           29717          0.5000;
   222    1.966           29918           30016           29938          0.5000;
   223    1.974           30163           30261           30162          0.5000;
   224    1.983           30406           30502           30390          0.5000;
   225    1.992           30646           30741           30622          0.5000;
   226    2.001           30883           30977           30859          0.5000;
   227    2.010           31117           31209           31100          0.0000;
   228    2.019           31346           31436           31345          0.0000;
   229    2.028           31571           31659           31594          0.0000;
   230    2.036           31791           31879           31845          0.0000;
   231    2.045           32009           32096           32097          0.0000;
   232    2.054           32224           32310           32347          0.0000;
   233    2.063           32437           32522           32595          0.0000;
   234    2.072           32648           32732           32839          0.0000;
   235    2.081           32858           32941           33077          0.0000;
   236    2.090           33067           33150           33308          0.0000;
   237    2.098           33276           33359           33530          0.0000;
   238    2.107           33486           33570           33744          0.0000;
   239    2.116           33698           33782           33949          0.0000;
   240    2.125           33911           33997           34146          0.0000;
   241    2.134           34126           34213           34334          0.0000;
   242    2.143           34342           34429           34517          0.0000;
   243    2.152           34560           34646           34695          0.0000;
   244    2.160           34776           34863           34871          0.0000;
   245    2.169           34991           35077           35046          0.0000;
   246    2.178           35204           35288           35222          0.0000;
   247    2.187           35411           35493           35402          0.0000;
   248    2.196           35613           35692           35585          0.0000;
   249    2.205           35808           35884           35773          0.0000;
   250    2.214           35996           36070           35966          0.0000;
   251    2.222           36178           36249           36164          0.0000;
   252    2.231           36355           36424           36366          0.0000;
   253    2.240           36528           36596           36570          0.0000;
   254    2.249           36697           36765           36775          0.0000;
   255    2.258           36865           36931           36980          0.0000;
   256    2.267           37031           37097           37181          0.0000;
   257    2.276           37197           37263           37378          0.0000;
   258    2.284           37363           37430           37570          0.0000;
   259    2.293           37531           37598           37754          0.0000;
   260    2.302           37700           37768           37931          0.0000;
   261    2.311           37870           37938           38100          0.0000;
   262    2.320           38041           38110           38261          0.0000;
   263    2.329           38213           38282           38413          0.0000;
   264    2.338           38384           38453           38560          0.0000;
   265    2.346           38556           38624           38701          0.0000;
   266    2.355           38726           38794           38837          0.0000;
   267    2.364           38895           38962           38970          0.0000;
   268    2.373           39062           39128           39103          0.0000;
   269    2.382           39227           39292           39238          0.0000;
   270    2.391           39389           39453           39374          0.0000;
   271    2.399           39548           39610           39513          0.0000;
   272    2.408           39703           39764           39656          0.0000;
   273    2.417           39854           39913           39804          0.0000;
   274    2.426           40000           40057           39957          0.0000;
   275    2.435           40142           40197           40114          0.0000;
   276    2.444           40279           40333           40274          0.0000;
   277    2.453           40412           40464           40435          0.0000;
   278    2.461           40541           40591           40598          0.0000;
   279    2.470           40666           40715           40759          0.0000;
   280    2.479           40788           40837           40918          0.0000;
   281    2.488           40909           40957           41071          0.0000;
   282    2.497           41028           41076           41219          0.0000;
   283    2.506           41147           41194           41358          0.0000;
   284    2.515           41266           41313           41489          0.0000;
   285    2.523           41385           41434           41611          0.0000;
   286    2.532           41506           41555           41723          0.0000;
   287    2.541           41628           41678           41826          0.0000;
   288    2.550           41752           41802           41920          0.0000;
   289    2.559           41877           41927           42008          0.0000;
   290    2.568           42002           42052           42091          0.0000;
   291    2.577           42126           42176           42171          0.0000;
   292    2.585           42249           42298           42251          0.0000;
   293    2.594           42369           42416           42331          0.0000;
   294    2.603           42486           42531           42414          0.0000;
   295    2.612           42598           42641           42502          0.0000;
   296    2.621           42704           42746           42595          0.0000;
   297    2.630           42806           42845           42694          0.0000;
   298    2.639           42902           42938           42799          0.0000;
   299    2.647           42992           43026           42910          0.0000;
   300    2.656           43076           43108           43024          0.0000;
   301    2.665           43155           43185           43141          0.0000;
   302    2.674           43230           43259           43259          0.0000;
   303    2.683           43302           43330           43375          0.0000;
   304    2.692           43371           43398           43487          0.0000;
   305    2.701           43439           43466           43594          0.0000;
   306    2.709           43507           43535           43693          0.0000;
   307    2.718           43576           43604           43783          0.0000;
   308    2.727           43646           43674           43863          0.0000;
   309    2.736           43717           43746           43932          0.0000;
   310    2.745           43790           43820           43991          0.0000;
   311    2.754           43864           43894           44040          0.0000;
   312    2.763           43939           43969           44081          0.0000;
   313    2.771           44014           44044           44115          0.0000;
   314    2.780           44089           44118           44144          0.0000;
   315    2.789           44162           44190           44170          0.0000;
   316    2.798           44232           44259           44196          0.0000;
   317    2.807           44299           44325           44223          0.0000;
   318    2.816           44362           44386           44254          0.0000;
   319    2.824           44420           44442           44290          0.0000;
   320    2.833           44473           44492           44331          0.0000;
   321    2.842           44520           44538           44378          0.0000;
   322    2.851           44562           44578           44431          0.0000;
   323    2.860           44599           44613           44490          0.0000;
   324    2.869           44632           44643           44553          0.0000;
   325    2.878           44660           44670           44619          0.0000;
   326    2.886           44684           44694           44686          0.0000;
   327    2.895           44708           44716           44751          0.0000;
   328    2.904           44730           44739           44813          0.0000;
   329    2.913           44753           44762           44870          0.0000;
   330    2.922           44777           44788           44920          0.0000;
   331    2.931           44804           44815           44962          0.0000;
   332    2.940           44833           44846           44996          0.0000;
   333    2.948           44865           44879           45021          0.0000;
   334    2.957           44900           44914           45037          0.0000;
   335    2.966           44936           44950           45046          0.0000;
   336    2.975           44973           44988           45049          0.0000;
   337    2.984           45011           45026           45047          0.0000;
   338    2.993           45049           45064           45043          0.0000;
   339    3.002           45085           45099           45038          0.0000;
   340    3.010           45120           45132           45036          0.0000;
   341    3.019           45150           45161           45036          0.0000;
   342    3.028           45176           45186           45042          0.0000;
   343    3.037           45198           45204           45053          0.0000;
   344    3.046           45213           45218           45069          0.0000;
   345    3.055           45224           45227           45091          0.0000;
   346    3.064           45229           45230           45118          0.0000;
   347    3.072           45231           45230           45149          0.0000;
   348    3.081           45228           45227           45182          0.0000;
   349    3.090           45224           45222           45216          0.0000;
   350    3.099           45219           45216           45248          0.0000;
   351    3.108           45213           45211           45277          0.0000;
   352    3.117           45208           45207           45302          0.0000;
   353    3.126           45206           45205           45320          0.0000;
   354    3.134           45205           45206           45331          0.0000;
   355    3.143           45208           45210           45335          0.0000;
   356    3.152           45213           45215           45331          0.0000;
   357    3.161           45220           45223           45320          0.0000;
   358    3.170           45229           45233           45304          0.0000;
   359    3.179           45239           45242           45283          0.0000;
   360    3.188           45248           45252           45260          0.0000;
   361    3.196           45258           45261           45235          0.0000;
   362    3.205           45266           45268           45211          0.0000;
   363    3.214           45272           45273           45189          0.0000;
   364    3.223           45275           45275           45171          0.0000;
   365    3.232           45275           45274           45157          0.0000;
   366    3.241           45271           45269           45148          0.0000;
   367    3.249           45264           45261           45145          0.0000;
   368    3.258           45255           45250           45146          0.0000;
   369    3.267           45242           45237           45151          0.0000;
   370    3.276           45228           45222           45160          0.0000;
   371    3.285           45213           45206           45171          0.0000;
   372    3.294           45196           45190           45183          0.0000;
   373    3.303           45180           45174           45193          0.0000;
   374    3.311           45165           45159           45202          0.0000;
   375    3.320           45150           45145           45207          0.0000;
   376    3.329           45138           45134           45208          0.0000;
   377    3.338           45128           45125           45204          0.0000;
   378    3.347           45121           45119           45196          0.0000;
   379    3.356           45117           45116           45182          0.0000;
   380    3.365           45115           45115           45165          0.0000;
   381    3.373           45115           45116           45145          0.0000;
   382    3.382           45117           45118           45123          0.0000;
   383    3.391           45120           45121           45100          0.0000;
   384    3.400           45123           45123           45078          0.0000;
   385    3.409           45124           45125           45057          0.0000;
   386    3.418           45125           45124           45039          0.0000;
   387    3.427           45123           45122           45025          0.0000;
   388    3.435           45120           45118           45015          0.0000;
   389    3.444           45114           45111           45009          0.0000;
   390    3.453           45107           45103           45008          0.0000;
   391    3.462           45098           45094           45011          0.0000;
   392    3.471           45088           45083           45018          0.0000;
   393    3.480           45076           45072           45027          0.0000;
   394    3.489           45065           45061           45037          0.0000;
   395    3.497           45054           45050           45047          0.0000;
   396    3.506           45045           45041           45057          0.0000;
   397    3.515           45036           45034           45064          0.0000;
   398    3.524           45030           45028           45069          0.0000;
   399    3.533           45026           45025           45071          0.0000;
   400    3.542           45024           45024           45070          0.0000;
   401    3.551           45025           45026           45065          0.0000;
   402    3.559           45027           45029           45057          0.0000;
   403    3.568           45032           45034           45047          0.0000;
   404    3.577           45038           45040           45037          0.0000;
   405    3.586           45043           45046           45025          0.0000;
   406    3.595           45049           45052           45014          0.0000;
   407    3.604           45054           45056           45005          0.0000;
   408    3.613           45058           45060           44997          0.0000;
   409    3.621           45061           45062           44992          0.0000;
   410    3.630           45062           45062           44990          0.0000;
   411    3.639           45060           45060           44991          0.0000;
   412    3.648           45058           45056           44995          0.0000;
   413    3.657           45054           45052           45001          0.0000;
   414    3.666           45049           45047           45009          0.0000;
   415    3.674           45044           45042           45018          0.0000;
   416    3.683           45039           45037           45027          0.0000;
   417    3.692           45034           45033           45035          0.0000;
   418    3.701           45031           45030           45042          0.0000;
   419    3.710           45029           45028           45048          0.0000;
   420    3.719           45028           45029           45051          0.0000;
   421    3.728           45030           45031           45053          0.0000;
   422    3.736           45032           45034           45051          0.0000;
   423    3.745           45036           45038           45049          0.0000;
   424    3.754           45041           45043           45044          0.0000;
   425    3.763           45046           45048           45039          0.0000;
   426    3.772           45052           45054           45033          0.0000;
   427    3.781           45056           45058           45028          0.0000;
   428    3.790           45060           45062           45023          0.0000;
   429    3.798           45064           45064           45020          0.0000;
   430    3.807           45066           45066           45018          0.0000;
   431    3.816           45066           45066           45018          0.0000;
   432    3.825           45065           45064           45019          0.0000;
   433    3.834           45063           45062           45022          0.0000;
   434    3.843           45060           45058           45027          0.0000;
   435    3.852           45056           45054           45031          0.0000;
   436    3.860           45052           45051           45037          0.0000;
   437    3.869           45049           45048           45041          0.0000;
   438    3.878           45046           45045           45045          0.0000;
   439    3.887           45044           45043           45048          0.0000;
   440    3.896           45043           45042           45049          0.0000;
   441    3.905           45042           45043           45049          0.0000;
   442    3.914           45043           45044           45048          0.0000;
   443    3.922           45045           45046           45045          0.0000;
   444    3.931           45048           45049           45042          0.0000;
   445    3.940           45050           45052           45038          0.0000;
   446    3.949           45053           45054           45034          0.0000;
   447    3.958           45056           45056           45030          0.0000;
   448    3.967           45058           45058           45026          0.0000;
   449    3.976           45059           45059           45024          0.0000;
   450    3.984           45059           45059           45022          0.0000]
