 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000               4               4               3          0.5000;
     1    0.009               4               4               3          0.5000;
     2    0.018               5               5               3          0.5000;
     3    0.027               5               5               3          0.5000;
     4    0.035               6               6               3          0.5000;
     5    0.044               5               5               4          0.5000;
     6    0.053               6               6               4          0.5000;
     7    0.062               6               6               4          0.5000;
     8    0.071               6               6               5          0.5000;
     9    0.080               6               6               5          0.5000;
    10    0.089               6               6               5          0.5000;
    11    0.097               6               6               5          0.5000;
    12    0.106               6               6               5          0.5000;
    13    0.115               6               6               5          0.5000;
    14    0.124               5               5               5          0.5000;
    15    0.133               6               6               5          0.5000;
    16    0.142               5               5               5          0.5000;
    17    0.151               6               6               5          0.5000;
    18    0.159               5               5               4          0.5000;
    19    0.168               6               6               4          0.5000;
    20    0.177               6               6               4          0.5000;
    21    0.186               6               6               4          0.5000;
    22    0.195               6               6               3          0.5000;
    23    0.204               6               6               3          0.5000;
    24    0.213               6               6               3          0.5000;
    25    0.221               6               6               3          0.5000;
    26    0.230               6               6               3          0.5000;
    27    0.239               6               6               4          0.5000;
    28    0.248               6               6               4          0.5000;
    29    0.257               6               6               4          0.5000;
    30    0.266               6               6               4          0.5000;
    31    0.274               6               6               5          0.5000;
    32    0.283               6               6               5          0.5000;
    33    0.292               6               6               5          0.5000;
    34    0.301               6               6               5          0.5000;
    35    0.310               6               6               5          0.5000;
    36    0.319               6               6               5          0.5000;
    37    0.328               6               6               5          0.5000;
    38    0.336               6               6               5          0.5000;
    39    0.345               6               6               5          0.5000;
    40    0.354               6               6               5          0.5000;
    41    0.363               6               6               5          0.5000;
    42    0.372               6               6               4          0.5000;
    43    0.381               6               6               4          0.5000;
    44    0.390               6               6               4          0.5000;
    45    0.398               6               6               4          0.5000;
    46    0.407               6               6               4          0.5000;
    47    0.416               6               6               4          0.5000;
    48    0.425               6               6               4          0.5000;
    49    0.434               6               6               4          0.5000;
    50    0.443               6               6               4          0.5000;
    51    0.452               6               6               4          0.5000;
    52    0.460               6               6               4          0.5000;
    53    0.469               6               6               4          0.5000;
    54    0.478               6               6               5          0.5000;
    55    0.487               6               6               5          0.5000;
    56    0.496               6               6               5          0.5000;
    57    0.505               6               6               5          0.5000;
    58    0.514               6               6               5          0.5000;
    59    0.522               6               6               5          0.5000;
    60    0.531               6               6               5          0.5000;
    61    0.540               6               6               5          0.5000;
    62    0.549               6               6               5          0.5000;
    63    0.558               6               6               5          0.5000;
    64    0.567               6               6               5          0.5000;
    65    0.576               6               6               5          0.5000;
    66    0.584               6               6               4          0.5000;
    67    0.593               6               6               4          0.5000;
    68    0.602               6               6               4          0.5000;
    69    0.611               6               6               4          0.5000;
    70    0.620               6               6               4          0.5000;
    71    0.629               6               6               4          0.5000;
    72    0.638               6               6               4          0.5000;
    73    0.646               6               6               4          0.5000;
    74    0.655               6               6               4          0.5000;
    75    0.664               6               6               4          0.5000;
    76    0.673               6               6               4          0.5000;
    77    0.682               6               6               5          0.5000;
    78    0.691               6               6               5          0.5000;
    79    0.699               6               6               5          0.5000;
    80    0.708               6               6               5          0.5000;
    81    0.717               6               6               5          0.5000;
    82    0.726               6               6               5          0.5000;
    83    0.735               6               6               5          0.5000;
    84    0.744               6               6               5          0.5000;
    85    0.753               6               6               5          0.5000;
    86    0.761               6               6               5          0.5000;
