 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort
   345    3.055             -36             -36             -19          0.0000;
   346    3.064             -35             -35             -19          0.0000;
   347    3.072             -35             -35             -18          0.0000;
   348    3.081             -34             -34             -18          0.0000;
   349    3.090             -34             -34             -18          0.0000;
   350    3.099             -34             -36             -17          0.0000;
   351    3.108             -36             -36             -17          0.0000;
   352    3.117             -36             -36             -17          0.0000;
   353    3.126             -36             -36             -18          0.0000;
   354    3.134             -36             -36             -18          0.0000;
   355    3.143             -37             -37             -18          0.0000;
   356    3.152             -37             -37             -19          0.0000;
   357    3.161             -37             -37             -19          0.0000;
   358    3.170             -37             -37             -20          0.0000;
   359    3.179             -37             -37             -20          0.0000;
   360    3.188             -37             -37             -18          0.0000;
   361    3.196             -37             -37             -18          0.0000;
   362    3.205             -37             -37             -18          0.0000;
   363    3.214             -37             -36             -19          0.0000;
   364    3.223             -36             -36             -19          0.0000;
   365    3.232             -36             -36             -19          0.0000;
   366    3.241             -36             -36             -19          0.0000;
   367    3.249             -36             -36             -19          0.0000;
   368    3.258             -36             -36             -19          0.0000;
   369    3.267             -37             -37             -19          0.0000;
   370    3.276             -37             -37             -18          0.0000;
   371    3.285             -37             -37             -18          0.0000;
   372    3.294             -37             -37             -18          0.0000;
   373    3.303             -37             -37             -19          0.0000;
   374    3.311             -37             -37             -19          0.0000;
   375    3.320             -37             -37             -19          0.0000;
   376    3.329             -37             -37             -19          0.0000;
   377    3.338             -37             -37             -19          0.0000;
   378    3.347             -37             -37             -20          0.0000;
   379    3.356             -37             -37             -20          0.0000;
   380    3.365             -37             -37             -19          0.0000;
   381    3.373             -37             -37             -19          0.0000;
   382    3.382             -37             -37             -19          0.0000;
   383    3.391             -37             -37             -19          0.0000;
   384    3.400             -37             -37             -19          0.0000;
   385    3.409             -37             -37             -19          0.0000;
   386    3.418             -37             -37             -19          0.0000;
   387    3.427             -37             -37             -19          0.0000;
   388    3.435             -37             -37             -19          0.0000;
   389    3.444             -37             -37             -19          0.0000;
   390    3.453             -37             -37             -19          0.0000;
   391    3.462             -37             -37             -19          0.0000;
   392    3.471             -37             -37             -19          0.0000;
   393    3.480             -37             -37             -20          0.0000;
   394    3.489             -37             -37             -20          0.0000;
   395    3.497             -37             -37             -20          0.0000;
   396    3.506             -37             -37             -19          0.0000;
   397    3.515             -37             -37             -19          0.0000;
   398    3.524             -37             -37             -19          0.0000;
   399    3.533             -37             -37             -19          0.0000;
   400    3.542             -37             -37             -19          0.0000;
   401    3.551             -37             -37             -19          0.0000;
   402    3.559             -37             -37             -20          0.0000;
   403    3.568             -37             -37             -20          0.0000;
   404    3.577             -37             -37             -20          0.0000;
   405    3.586             -37             -37             -20          0.0000;
   406    3.595             -37             -37             -19          0.0000;
   407    3.604             -37             -37             -19          0.0000;
   408    3.613             -37             -37             -18          0.0000;
   409    3.621             -37             -37             -18          0.0000;
   410    3.630             -37             -37             -18          0.0000;
   411    3.639             -37             -37             -18          0.0000;
   412    3.648             -37             -37             -19          0.0000;
   413    3.657             -37             -37             -19          0.0000;
   414    3.666             -37             -37             -19          0.0000;
   415    3.674             -37             -37             -19          0.0000;
   416    3.683             -37             -37             -18          0.0000;
   417    3.692             -37             -37             -18          0.0000;
   418    3.701             -37             -37             -18          0.0000;
   419    3.710             -37             -37             -18          0.0000;
   420    3.719             -37             -37             -18          0.0000;
   421    3.728             -37             -37             -18          0.0000;
   422    3.736             -37             -37             -17          0.0000;
   423    3.745             -37             -37             -17          0.0000;
   424    3.754             -37             -37             -17          0.0000;
   425    3.763             -36             -36             -17          0.0000;
   426    3.772             -36             -36             -17          0.0000;
   427    3.781             -36             -36             -17          0.0000;
   428    3.790             -36             -36             -17          0.0000;
   429    3.798             -36             -36             -17          0.0000;
   430    3.807             -36             -36             -17          0.0000;
   431    3.816             -36             -36             -17          0.0000;
   432    3.825             -36             -36             -17          0.0000;
   433    3.834             -36             -36             -17          0.0000;
   434    3.843             -36             -36             -17          0.0000;
   435    3.852             -37             -37             -17          0.0000;
   436    3.860             -37             -37             -17          0.0000;
   437    3.869             -37             -37             -16          0.0000;
   438    3.878             -37             -37             -15          0.0000;
   439    3.887             -37             -37             -15          0.0000;
   440    3.896             -36             -36             -16          0.0000;
   441    3.905             -36             -36             -16          0.0000;
   442    3.914             -36             -36             -16          0.0000;
   443    3.922             -36             -36             -16          0.0000;
   444    3.931             -36             -36             -16          0.0000;
   445    3.940             -36             -36             -16          0.0000;
   446    3.949             -36             -36             -15          0.0000;
   447    3.958             -36             -36             -15          0.0000;
   448    3.967             -36             -36             -15          0.0000;
   449    3.976             -36             -36             -14          0.0000;
   450    3.984             -36             -36             -14          0.0000]
