 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort
   193    1.709           21712           21732           21703          0.5000;
   194    1.718           21918           21939           21928          0.5000;
   195    1.727           22124           22145           22155          0.5000;
   196    1.735           22331           22352           22380          0.5000;
   197    1.744           22538           22559           22605          0.5000;
   198    1.753           22746           22767           22828          0.5000;
   199    1.762           22957           22978           23047          0.5000;
   200    1.771           23170           23192           23264          0.5000;
   201    1.780           23387           23410           23476          0.5000;
   202    1.789           23609           23632           23686          0.5000;
   203    1.797           23835           23858           23893          0.5000;
   204    1.806           24064           24087           24098          0.5000;
   205    1.815           24294           24318           24304          0.5000;
   206    1.824           24526           24549           24510          0.5000;
   207    1.833           24757           24780           24718          0.5000;
   208    1.842           24987           25010           24929          0.5000;
   209    1.851           25215           25238           25145          0.5000;
   210    1.859           25441           25463           25365          0.5000;
   211    1.868           25664           25686           25590          0.5000;
   212    1.877           25886           25909           25820          0.5000;
   213    1.886           26109           26131           26054          0.5000;
   214    1.895           26333           26355           26292          0.5000;
   215    1.904           26558           26580           26533          0.5000;
   216    1.913           26784           26807           26777          0.5000;
   217    1.921           27011           27034           27021          0.5000;
   218    1.930           27238           27261           27267          0.5000;
   219    1.939           27465           27488           27512          0.5000;
   220    1.948           27693           27715           27757          0.5000;
   221    1.957           27920           27943           27999          0.5000;
   222    1.966           28150           28172           28238          0.5000;
   223    1.974           28380           28403           28474          0.5000;
   224    1.983           28614           28637           28706          0.5000;
   225    1.992           28850           28874           28934          0.5000;
   226    2.001           29091           29115           29160          0.5000;
   227    2.010           29334           29358           29382          0.0000;
   228    2.019           29576           29601           29603          0.0000;
   229    2.028           29816           29840           29824          0.0000;
   230    2.036           30052           30075           30044          0.0000;
   231    2.045           30282           30305           30265          0.0000;
   232    2.054           30508           30530           30488          0.0000;
   233    2.063           30729           30751           30712          0.0000;
   234    2.072           30946           30967           30938          0.0000;
   235    2.081           31160           31181           31164          0.0000;
   236    2.090           31371           31392           31389          0.0000;
   237    2.098           31580           31601           31615          0.0000;
   238    2.107           31787           31808           31838          0.0000;
   239    2.116           31993           32014           32059          0.0000;
   240    2.125           32198           32218           32277          0.0000;
   241    2.134           32401           32421           32492          0.0000;
   242    2.143           32603           32623           32702          0.0000;
   243    2.152           32802           32822           32907          0.0000;
   244    2.160           33001           33020           33108          0.0000;
   245    2.169           33197           33216           33302          0.0000;
   246    2.178           33391           33410           33492          0.0000;
   247    2.187           33584           33603           33676          0.0000;
   248    2.196           33775           33794           33856          0.0000;
   249    2.205           33966           33985           34033          0.0000;
   250    2.214           34156           34175           34206          0.0000;
   251    2.222           34344           34363           34377          0.0000;
   252    2.231           34531           34550           34546          0.0000;
   253    2.240           34716           34734           34715          0.0000;
   254    2.249           34898           34916           34883          0.0000;
   255    2.258           35077           35094           35052          0.0000;
   256    2.267           35251           35268           35223          0.0000;
   257    2.276           35420           35437           35395          0.0000;
   258    2.284           35586           35602           35569          0.0000;
   259    2.293           35747           35763           35743          0.0000;
   260    2.302           35905           35921           35918          0.0000;
   261    2.311           36060           36075           36093          0.0000;
   262    2.320           36213           36228           36266          0.0000;
   263    2.329           36364           36380           36438          0.0000;
   264    2.338           36516           36531           36605          0.0000;
   265    2.346           36668           36683           36769          0.0000;
   266    2.355           36820           36835           36929          0.0000;
   267    2.364           36972           36988           37084          0.0000;
   268    2.373           37126           37141           37233          0.0000;
   269    2.382           37279           37295           37378          0.0000;
   270    2.391           37433           37449           37520          0.0000;
   271    2.399           37587           37602           37657          0.0000;
   272    2.408           37739           37755           37792          0.0000;
   273    2.417           37890           37904           37925          0.0000;
   274    2.426           38036           38051           38056          0.0000;
   275    2.435           38180           38194           38187          0.0000;
   276    2.444           38319           38333           38318          0.0000;
   277    2.453           38454           38467           38450          0.0000;
   278    2.461           38584           38597           38583          0.0000;
   279    2.470           38711           38723           38716          0.0000;
   280    2.479           38834           38846           38849          0.0000;
   281    2.488           38954           38966           38982          0.0000;
   282    2.497           39072           39083           39114          0.0000;
   283    2.506           39188           39200           39245          0.0000;
   284    2.515           39304           39315           39373          0.0000;
   285    2.523           39418           39430           39498          0.0000;
   286    2.532           39533           39544           39619          0.0000;
   287    2.541           39647           39658           39737          0.0000;
   288    2.550           39761           39772           39850          0.0000;
   289    2.559           39874           39886           39960          0.0000;
   290    2.568           39988           39999           40066          0.0000;
   291    2.577           40101           40112           40169          0.0000;
   292    2.585           40214           40225           40269          0.0000;
   293    2.594           40325           40336           40366          0.0000;
   294    2.603           40434           40444           40462          0.0000;
   295    2.612           40540           40550           40557          0.0000;
   296    2.621           40643           40653           40651          0.0000;
   297    2.630           40743           40753           40746          0.0000;
   298    2.639           40840           40850           40840          0.0000;
   299    2.647           40934           40943           40935          0.0000;
   300    2.656           41023           41032           41030          0.0000;
   301    2.665           41110           41118           41124          0.0000;
   302    2.674           41193           41201           41219          0.0000;
   303    2.683           41273           41281           41312          0.0000;
   304    2.692           41351           41358           41403          0.0000;
   305    2.701           41427           41434           41491          0.0000;
   306    2.709           41501           41509           41576          0.0000;
   307    2.718           41575           41583           41658          0.0000;
   308    2.727           41649           41656           41736          0.0000;
   309    2.736           41723           41730           41810          0.0000;
   310    2.745           41796           41804           41880          0.0000;
   311    2.754           41871           41878           41945          0.0000;
   312    2.763           41945           41952           42007          0.0000;
   313    2.771           42019           42026           42066          0.0000;
   314    2.780           42092           42100           42122          0.0000;
   315    2.789           42166           42173           42177          0.0000;
   316    2.798           42237           42244           42232          0.0000;
   317    2.807           42307           42314           42287          0.0000;
   318    2.816           42376           42382           42343          0.0000;
   319    2.824           42441           42448           42400          0.0000;
   320    2.833           42504           42510           42459          0.0000;
   321    2.842           42564           42569           42520          0.0000;
   322    2.851           42620           42626           42582          0.0000;
   323    2.860           42675           42680           42647          0.0000;
   324    2.869           42726           42731           42712          0.0000;
   325    2.878           42776           42780           42778          0.0000;
   326    2.886           42823           42828           42843          0.0000;
   327    2.895           42868           42873           42907          0.0000;
   328    2.904           42913           42918           42968          0.0000;
   329    2.913           42957           42961           43027          0.0000;
   330    2.922           42999           43004           43081          0.0000;
   331    2.931           43041           43045           43132          0.0000;
   332    2.940           43082           43086           43177          0.0000;
   333    2.948           43123           43127           43217          0.0000;
   334    2.957           43164           43168           43253          0.0000;
   335    2.966           43204           43208           43284          0.0000;
   336    2.975           43242           43246           43310          0.0000;
   337    2.984           43280           43283           43332          0.0000;
   338    2.993           43315           43318           43352          0.0000;
   339    3.002           43347           43350           43369          0.0000;
   340    3.010           43377           43380           43385          0.0000;
   341    3.019           43404           43406           43400          0.0000;
   342    3.028           43428           43430           43414          0.0000;
   343    3.037           43448           43450           43428          0.0000;
   344    3.046           43464           43466           43443          0.0000;
   345    3.055           43477           43478           43458          0.0000;
   346    3.064           43486           43486           43473          0.0000;
   347    3.072           43490           43491           43488          0.0000;
   348    3.081           43492           43492           43503          0.0000;
   349    3.090           43490           43490           43516          0.0000;
   350    3.099           43486           43485           43528          0.0000;
   351    3.108           43479           43479           43536          0.0000;
   352    3.117           43472           43472           43542          0.0000;
   353    3.126           43464           43464           43543          0.0000;
   354    3.134           43457           43456           43540          0.0000;
   355    3.143           43449           43448           43532          0.0000;
   356    3.152           43442           43441           43520          0.0000;
   357    3.161           43434           43434           43503          0.0000;
   358    3.170           43427           43427           43484          0.0000;
   359    3.179           43420           43420           43461          0.0000;
   360    3.188           43413           43412           43436          0.0000;
   361    3.196           43405           43404           43409          0.0000;
   362    3.205           43396           43395           43383          0.0000;
   363    3.214           43386           43384           43356          0.0000;
   364    3.223           43374           43372           43332          0.0000;
   365    3.232           43360           43358           43308          0.0000;
   366    3.241           43343           43342           43288          0.0000;
   367    3.249           43325           43323           43269          0.0000;
   368    3.258           43304           43302           43254          0.0000;
   369    3.267           43281           43278           43240          0.0000;
   370    3.276           43256           43253           43229          0.0000;
   371    3.285           43228           43226           43219          0.0000;
   372    3.294           43201           43198           43208          0.0000;
   373    3.303           43172           43170           43198          0.0000;
   374    3.311           43145           43142           43186          0.0000;
   375    3.320           43118           43115           43172          0.0000;
   376    3.329           43092           43090           43156          0.0000;
   377    3.338           43068           43066           43136          0.0000;
   378    3.347           43046           43044           43113          0.0000;
   379    3.356           43025           43023           43087          0.0000;
   380    3.365           43006           43004           43057          0.0000;
   381    3.373           42988           42986           43026          0.0000;
   382    3.382           42970           42969           42992          0.0000;
   383    3.391           42954           42952           42958          0.0000;
   384    3.400           42937           42936           42924          0.0000;
   385    3.409           42921           42919           42890          0.0000;
   386    3.418           42904           42902           42857          0.0000;
   387    3.427           42887           42885           42827          0.0000;
   388    3.435           42868           42866           42800          0.0000;
   389    3.444           42849           42847           42777          0.0000;
   390    3.453           42829           42827           42756          0.0000;
   391    3.462           42808           42805           42740          0.0000;
   392    3.471           42786           42783           42727          0.0000;
   393    3.480           42763           42761           42716          0.0000;
   394    3.489           42740           42738           42708          0.0000;
   395    3.497           42718           42715           42702          0.0000;
   396    3.506           42696           42694           42697          0.0000;
   397    3.515           42675           42672           42691          0.0000;
   398    3.524           42655           42653           42685          0.0000;
   399    3.533           42638           42636           42677          0.0000;
   400    3.542           42622           42621           42668          0.0000;
   401    3.551           42609           42608           42656          0.0000;
   402    3.559           42598           42597           42643          0.0000;
   403    3.568           42590           42589           42627          0.0000;
   404    3.577           42583           42583           42610          0.0000;
   405    3.586           42579           42578           42592          0.0000;
   406    3.595           42575           42575           42573          0.0000;
   407    3.604           42573           42573           42555          0.0000;
   408    3.613           42572           42572           42538          0.0000;
   409    3.621           42571           42571           42523          0.0000;
   410    3.630           42569           42569           42510          0.0000;
   411    3.639           42568           42567           42501          0.0000;
   412    3.648           42565           42565           42495          0.0000;
   413    3.657           42562           42562           42492          0.0000;
   414    3.666           42559           42558           42493          0.0000;
   415    3.674           42555           42554           42498          0.0000;
   416    3.683           42550           42550           42505          0.0000;
   417    3.692           42546           42545           42515          0.0000;
   418    3.701           42542           42541           42526          0.0000;
   419    3.710           42538           42538           42537          0.0000;
   420    3.719           42536           42536           42548          0.0000;
   421    3.728           42535           42535           42559          0.0000;
   422    3.736           42536           42536           42568          0.0000;
   423    3.745           42538           42539           42575          0.0000;
   424    3.754           42543           42543           42581          0.0000;
   425    3.763           42548           42549           42584          0.0000;
   426    3.772           42555           42556           42586          0.0000;
   427    3.781           42563           42564           42586          0.0000;
   428    3.790           42571           42572           42584          0.0000;
   429    3.798           42579           42580           42582          0.0000;
   430    3.807           42587           42587           42580          0.0000;
   431    3.816           42594           42595           42578          0.0000;
   432    3.825           42600           42601           42577          0.0000;
   433    3.834           42606           42606           42577          0.0000;
   434    3.843           42610           42610           42578          0.0000;
   435    3.852           42612           42612           42581          0.0000;
   436    3.860           42614           42614           42585          0.0000;
   437    3.869           42614           42614           42590          0.0000;
   438    3.878           42613           42613           42597          0.0000;
   439    3.887           42611           42611           42604          0.0000;
   440    3.896           42609           42609           42611          0.0000;
   441    3.905           42607           42607           42617          0.0000;
   442    3.914           42605           42605           42623          0.0000;
   443    3.922           42604           42604           42628          0.0000;
   444    3.931           42603           42603           42631          0.0000;
   445    3.940           42603           42603           42633          0.0000;
   446    3.949           42604           42605           42633          0.0000;
   447    3.958           42606           42607           42632          0.0000;
   448    3.967           42609           42609           42629          0.0000;
   449    3.976           42611           42612           42625          0.0000;
   450    3.984           42614           42614           42620          0.0000]
