 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000               0               0               0          0.0000;
     1    0.009               0               1               0          0.5000;
     2    0.018               4               5               0          0.5000;
     3    0.027              11              14               0          0.5000;
     4    0.035              23              27               0          0.5000;
     5    0.044              38              43               0          0.5000;
     6    0.053              56              63               0          0.5000;
     7    0.062              78              84               0          0.5000;
     8    0.071             101             108               0          0.5000;
     9    0.080             126             133               0          0.5000;
    10    0.089             151             159               1          0.5000;
    11    0.097             177             184               1          0.5000;
    12    0.106             202             210               1          0.5000;
    13    0.115             227             235               1          0.5000;
    14    0.124             251             258               2          0.5000;
    15    0.133             274             280               2          0.5000;
    16    0.142             294             299               2          0.5000;
    17    0.151             311             316               2          0.5000;
    18    0.159             326             330               2          0.5000;
    19    0.168             338             340               2          0.5000;
    20    0.177             346             348               2          0.5000;
    21    0.186             351             352               3          0.5000;
    22    0.195             352             352               3          0.5000;
    23    0.204             350             349               3          0.5000;
    24    0.213             346             344               3          0.5000;
    25    0.221             338             336               3          0.5000;
    26    0.230             329             326               3          0.5000;
    27    0.239             318             314               2          0.5000;
    28    0.248             305             301               2          0.5000;
    29    0.257             291             287               2          0.5000;
    30    0.266             278             273               2          0.5000;
    31    0.274             263             259               2          0.5000;
    32    0.283             250             245               2          0.5000;
    33    0.292             236             232               2          0.5000;
    34    0.301             224             220               2          0.5000;
    35    0.310             213             210               2          0.5000;
    36    0.319             204             202               2          0.5000;
    37    0.328             197             195               2          0.5000;
    38    0.336             191             190               2          0.5000;
    39    0.345             188             188               2          0.5000;
    40    0.354             187             187               2          0.5000;
    41    0.363             188             189               2          0.5000;
    42    0.372             191             192               2          0.5000;
    43    0.381             196             198               2          0.5000;
    44    0.390             202             204               2          0.5000;
    45    0.398             208             211               2          0.5000;
    46    0.407             216             218               2          0.5000;
    47    0.416             224             226               2          0.5000;
    48    0.425             231             234               2          0.5000;
    49    0.434             239             241               2          0.5000;
    50    0.443             246             247               2          0.5000;
    51    0.452             252             253               2          0.5000;
    52    0.460             257             258               2          0.5000;
    53    0.469             261             262               2          0.5000;
    54    0.478             264             264               2          0.5000;
    55    0.487             266             266               2          0.5000;
    56    0.496             266             266               2          0.5000;
    57    0.505             265             264               2          0.5000;
    58    0.514             263             262               2          0.5000;
    59    0.522             260             259               2          0.5000;
    60    0.531             257             256               2          0.5000;
    61    0.540             253             252               2          0.5000;
    62    0.549             249             248               2          0.5000;
    63    0.558             245             244               2          0.5000;
    64    0.567             242             241               2          0.5000;
    65    0.576             239             238               2          0.5000;
    66    0.584             236             236               2          0.5000;
    67    0.593             235             234               2          0.5000;
    68    0.602             234             234               2          0.5000;
    69    0.611             234             234               2          0.5000;
    70    0.620             234             234               2          0.5000;
    71    0.629             235             236               2          0.5000;
    72    0.638             237             238               2          0.5000;
    73    0.646             239             240               2          0.5000;
    74    0.655             241             242               2          0.5000;
    75    0.664             243             244               2          0.5000;
    76    0.673             245             246               2          0.5000;
    77    0.682             247             247               2          0.5000;
    78    0.691             248             248               2          0.5000;
    79    0.699             249             249               2          0.5000;
    80    0.708             249             249               2          0.5000;
    81    0.717             249             249               2          0.5000;
    82    0.726             248             248               2          0.5000;
    83    0.735             247             247               2          0.5000;
    84    0.744             246             246               2          0.5000;
    85    0.753             245             244               2          0.5000;
    86    0.761             244             243               2          0.5000;
    87    0.770             242             242               2          0.5000;
    88    0.779             242             241               2          0.5000;
    89    0.788             241             241               2          0.5000;
    90    0.797             241             241               2          0.5000;
    91    0.806             241             241               2          0.5000;
    92    0.815             241             242               2          0.5000;
    93    0.823             242             242               2          0.5000;
    94    0.832             243             243               2          0.5000;
    95    0.841             244             244               2          0.5000;
    96    0.850             245             245               2          0.5000;
    97    0.859             246             246               2          0.5000;
    98    0.868             246             246               2          0.5000;
    99    0.877             246             246               2          0.5000;
   100    0.885             246             246               2          0.5000;
   101    0.894             246             246               2          0.5000;
   102    0.903             246             246               2          0.5000;
   103    0.912             245             245               2          0.5000;
   104    0.921             244             244               2          0.5000;
   105    0.930             244             244               2          0.5000;
   106    0.939             243             243               2          0.5000;
   107    0.947             243             243               2          0.5000;
   108    0.956             243             243               2          0.5000;
   109    0.965             243             243               2          0.5000;
   110    0.974             243             243               2          0.5000;
   111    0.983             243             243               2          0.5000;
   112    0.992             244             244               2          0.5000;
   113    1.001             244             244               2          0.5000;
   114    1.009             245             245               2          0.5000;
   115    1.018             245             245               2          0.5000;
   116    1.027             246             246               2          0.5000;
   117    1.036             246             246               2          0.5000;
   118    1.045             246             246               2          0.5000;
   119    1.054             246             245               2          0.5000;
   120    1.063             245             245               2          0.5000;
   121    1.071             245             245               2          0.5000;
   122    1.080             244             244               2          0.5000;
   123    1.089             244             244               2          0.5000;
   124    1.098             244             244               2          0.5000;
   125    1.107             243             243               2          0.5000;
   126    1.116             243             243               2          0.5000;
   127    1.124             243             243               2          0.5000;
   128    1.133             244             244               2          0.5000;
   129    1.142             244             244               2          0.5000;
   130    1.151             244             244               2          0.5000;
   131    1.160             244             244               2          0.5000;
   132    1.169             245             245               2          0.5000;
   133    1.178             245             245               2          0.5000;
   134    1.186             245             245               2          0.5000;
   135    1.195             245             245               2          0.5000;
   136    1.204             245             245               2          0.5000;
   137    1.213             245             245               2          0.5000;
   138    1.222             245             245               2          0.5000;
   139    1.231             244             244               2          0.5000;
   140    1.240             244             244               2          0.5000;
   141    1.248             244             244               2          0.5000;
   142    1.257             244             244               2          0.5000;
   143    1.266             244             244               2          0.5000;
   144    1.275             244             244               2          0.5000;
   145    1.284             244             244               2          0.5000;
   146    1.293             244             244               2          0.5000;
   147    1.302             244             244               2          0.5000;
   148    1.310             244             244               2          0.5000;
   149    1.319             245             245               2          0.5000;
   150    1.328             245             245               2          0.5000;
   151    1.337             245             245               2          0.5000;
   152    1.346             245             245               2          0.5000;
   153    1.355             245             245               2          0.5000;
   154    1.364             245             245               2          0.5000;
   155    1.372             245             244               2          0.5000;
   156    1.381             244             244               2          0.5000;
   157    1.390             244             244               2          0.5000;
   158    1.399             244             244               2          0.5000;
   159    1.408             244             244               2          0.5000;
   160    1.417             244             244               2          0.5000;
   161    1.426             244             244               2          0.5000;
   162    1.434             244             244               2          0.5000;
   163    1.443             244             244               2          0.5000;
   164    1.452             244             244               2          0.5000;
   165    1.461             244             245               2          0.5000;
   166    1.470             245             245               2          0.5000;
   167    1.479             245             245               2          0.5000;
   168    1.488             245             245               2          0.5000;
   169    1.496             245             245               2          0.5000;
   170    1.505             245             245               2          0.5000;
   171    1.514             245             245               2          0.5000;
   172    1.523             244             244               2          0.5000;
   173    1.532             244             244               2          0.5000;
   174    1.541             244             244               2          0.5000;
   175    1.549             244             244               2          0.5000;
   176    1.558             244             244               2          0.5000;
   177    1.567             244             244               2          0.5000;
   178    1.576             244             244               2          0.5000;
   179    1.585             244             244               2          0.5000;
   180    1.594             244             244               2          0.5000;
   181    1.603             244             245               2          0.5000;
   182    1.611             245             245               2          0.5000;
   183    1.620             245             245               2          0.5000;
   184    1.629             245             245               2          0.5000;
   185    1.638             245             245               2          0.5000;
   186    1.647             245             245               2          0.5000;
   187    1.656             245             245               2          0.5000;
   188    1.665             244             244               2          0.5000;
   189    1.673             244             244               2          0.5000;
   190    1.682             244             244               2          0.5000;
   191    1.691             244             244               2          0.5000;
   192    1.700             244             244               2          0.5000;
   193    1.709             244             244               2          0.5000;
   194    1.718             244             244               2          0.5000;
   195    1.727             245             245               2          0.5000;
   196    1.735             245             245               2          0.5000;
   197    1.744             245             245               2          0.5000;
   198    1.753             245             245               2          0.5000;
   199    1.762             245             245               2          0.5000;
   200    1.771             245             245               2          0.5000;
   201    1.780             245             245               2          0.5000;
   202    1.789             245             245               2          0.5000;
   203    1.797             245             245               2          0.5000;
   204    1.806             245             245               2          0.5000;
   205    1.815             245             245               2          0.5000;
   206    1.824             245             245               2          0.5000;
   207    1.833             245             245               2          0.5000;
   208    1.842             245             245               2          0.5000;
   209    1.851             245             245               2          0.5000;
   210    1.859             245             245               2          0.5000;
   211    1.868             245             245               2          0.5000;
   212    1.877             245             245               2          0.5000;
   213    1.886             245             245               2          0.5000;
   214    1.895             245             245               2          0.5000;
   215    1.904             245             245               2          0.5000;
   216    1.913             245             245               2          0.5000;
   217    1.921             245             245               2          0.5000;
