 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000               0               0               0          0.5000;
     1    0.009               1               1               0          0.5000;
     2    0.018               6               6               0          0.5000;
     3    0.027              16              16               0          0.5000;
     4    0.035              29              29               0          0.5000;
     5    0.044              46              46               1          0.5000;
     6    0.053              66              66               1          0.5000;
     7    0.062              87              87               1          0.5000;
     8    0.071             110             110               1          0.5000;
     9    0.080             134             134               1          0.5000;
    10    0.089             158             158               1          0.5000;
    11    0.097             183             183               1          0.5000;
    12    0.106             206             206               1          0.5000;
    13    0.115             228             228               1          0.5000;
    14    0.124             250             250               2          0.5000;
    15    0.133             269             269               2          0.5000;
    16    0.142             286             286               2          0.5000;
    17    0.151             300             300               2          0.5000;
    18    0.159             311             311               2          0.5000;
    19    0.168             319             319               2          0.5000;
    20    0.177             323             323               2          0.5000;
    21    0.186             324             324               2          0.5000;
    22    0.195             322             322               2          0.5000;
    23    0.204             317             317               2          0.5000;
    24    0.213             309             309               2          0.5000;
    25    0.221             299             299               2          0.5000;
    26    0.230             288             288               2          0.5000;
    27    0.239             275             275               2          0.5000;
    28    0.248             262             262               2          0.5000;
    29    0.257             248             248               2          0.5000;
    30    0.266             235             235               2          0.5000;
    31    0.274             222             222               2          0.5000;
    32    0.283             210             210               2          0.5000;
    33    0.292             198             198               2          0.5000;
    34    0.301             189             189               1          0.5000;
    35    0.310             181             181               1          0.5000;
    36    0.319             175             175               1          0.5000;
    37    0.328             170             170               1          0.5000;
    38    0.336             167             167               1          0.5000;
    39    0.345             165             165               1          0.5000;
    40    0.354             165             165               1          0.5000;
    41    0.363             166             166               1          0.5000;
    42    0.372             169             169               1          0.5000;
    43    0.381             172             172               1          0.5000;
    44    0.390             177             177               1          0.5000;
    45    0.398             182             182               1          0.5000;
    46    0.407             187             187               1          0.5000;
    47    0.416             192             192               1          0.5000;
    48    0.425             197             197               2          0.5000;
    49    0.434             201             201               2          0.5000;
    50    0.443             205             205               2          0.5000;
    51    0.452             210             210               2          0.5000;
    52    0.460             214             214               2          0.5000;
    53    0.469             217             217               2          0.5000;
    54    0.478             220             220               2          0.5000;
    55    0.487             223             223               2          0.5000;
    56    0.496             225             225               2          0.5000;
    57    0.505             226             226               2          0.5000;
    58    0.514             227             227               2          0.5000;
    59    0.522             227             227               2          0.5000;
    60    0.531             226             226               2          0.5000;
    61    0.540             224             224               2          0.5000;
    62    0.549             223             223               2          0.5000;
    63    0.558             221             221               2          0.5000;
    64    0.567             219             219               2          0.5000;
    65    0.576             218             218               2          0.5000;
    66    0.584             216             216               2          0.5000;
    67    0.593             215             215               2          0.5000;
    68    0.602             214             214               2          0.5000;
    69    0.611             214             214               2          0.5000;
    70    0.620             214             214               2          0.5000;
    71    0.629             214             214               2          0.5000;
    72    0.638             215             215               2          0.5000;
    73    0.646             216             216               2          0.5000;
    74    0.655             217             217               2          0.5000;
    75    0.664             219             219               2          0.5000;
    76    0.673             220             220               2          0.5000;
    77    0.682             220             220               2          0.5000;
    78    0.691             221             221               2          0.5000;
    79    0.699             222             222               2          0.5000;
    80    0.708             222             222               2          0.5000;
    81    0.717             221             221               2          0.5000;
    82    0.726             220             220               2          0.5000;
    83    0.735             220             220               2          0.5000;
    84    0.744             219             219               2          0.5000;
    85    0.753             218             218               2          0.5000;
    86    0.761             218             218               2          0.5000;
    87    0.770             217             217               2          0.5000;
    88    0.779             216             216               2          0.5000;
    89    0.788             216             216               2          0.5000;
    90    0.797             217             217               2          0.5000;
    91    0.806             217             217               2          0.5000;
    92    0.815             218             218               2          0.5000;
    93    0.823             218             218               2          0.5000;
    94    0.832             219             219               2          0.5000;
    95    0.841             219             219               2          0.5000;
    96    0.850             220             220               2          0.5000;
    97    0.859             220             220               2          0.5000;
    98    0.868             220             220               2          0.5000;
    99    0.877             220             220               2          0.5000;
   100    0.885             220             220               2          0.5000;
   101    0.894             220             220               2          0.5000;
   102    0.903             219             219               2          0.5000;
   103    0.912             219             219               2          0.5000;
   104    0.921             218             218               2          0.5000;
   105    0.930             218             218               2          0.5000;
   106    0.939             218             218               2          0.5000;
   107    0.947             218             218               2          0.5000;
   108    0.956             218             218               2          0.5000;
   109    0.965             218             218               2          0.5000;
   110    0.974             218             218               2          0.5000;
   111    0.983             219             219               2          0.5000;
   112    0.992             219             219               2          0.5000;
   113    1.001             219             219               2          0.5000;
   114    1.009             220             220               2          0.5000;
   115    1.018             220             220               2          0.5000;
   116    1.027             220             220               2          0.5000;
   117    1.036             220             220               2          0.5000;
   118    1.045             219             219               2          0.5000;
   119    1.054             219             219               2          0.5000;
   120    1.063             219             219               2          0.5000;
   121    1.071             219             219               2          0.5000;
   122    1.080             218             218               2          0.5000;
   123    1.089             218             218               2          0.5000;
   124    1.098             218             218               2          0.5000;
   125    1.107             218             218               2          0.5000;
   126    1.116             218             218               2          0.5000;
   127    1.124             218             218               2          0.5000;
   128    1.133             219             219               2          0.5000;
   129    1.142             219             219               2          0.5000;
   130    1.151             219             219               2          0.5000;
   131    1.160             219             219               2          0.5000;
   132    1.169             219             219               2          0.5000;
   133    1.178             219             219               2          0.5000;
   134    1.186             219             219               2          0.5000;
   135    1.195             219             219               2          0.5000;
   136    1.204             219             219               2          0.5000;
   137    1.213             219             219               2          0.5000;
   138    1.222             219             219               2          0.5000;
   139    1.231             219             219               2          0.5000;
   140    1.240             219             219               2          0.5000;
   141    1.248             219             219               2          0.5000;
   142    1.257             219             219               2          0.5000;
   143    1.266             219             219               2          0.5000;
   144    1.275             219             219               2          0.5000;
   145    1.284             219             219               2          0.5000;
   146    1.293             219             219               2          0.5000;
   147    1.302             219             219               2          0.5000;
   148    1.310             219             219               2          0.5000;
   149    1.319             219             219               2          0.5000;
   150    1.328             219             219               2          0.5000;
   151    1.337             219             219               2          0.5000;
   152    1.346             219             219               2          0.5000;
   153    1.355             219             219               2          0.5000;
   154    1.364             219             219               2          0.5000;
   155    1.372             219             219               2          0.5000;
   156    1.381             219             219               2          0.5000;
   157    1.390             219             219               2          0.5000;
   158    1.399             219             219               2          0.5000;
   159    1.408             219             219               2          0.5000;
   160    1.417             219             219               2          0.5000;
   161    1.426             219             219               2          0.5000;
   162    1.434             219             219               2          0.5000;
   163    1.443             219             219               2          0.5000;
   164    1.452             219             219               2          0.5000;
   165    1.461             219             219               2          0.5000;
   166    1.470             219             219               2          0.5000;
   167    1.479             219             219               2          0.5000;
   168    1.488             219             219               2          0.5000;
   169    1.496             219             219               2          0.5000;
   170    1.505             219             219               2          0.5000;
   171    1.514             219             219               2          0.5000;
   172    1.523             219             219               2          0.5000;
   173    1.532             219             219               2          0.5000;
   174    1.541             219             219               2          0.5000;
   175    1.549             219             219               2          0.5000;
   176    1.558             219             219               2          0.5000;
   177    1.567             219             219               2          0.5000;
   178    1.576             219             219               2          0.5000;
   179    1.585             219             219               2          0.5000;
   180    1.594             219             219               2          0.5000;
   181    1.603             219             219               2          0.5000;
   182    1.611             219             219               2          0.5000;
   183    1.620             219             219               2          0.5000;
   184    1.629             219             219               2          0.5000;
   185    1.638             219             219               2          0.5000;
   186    1.647             219             219               2          0.5000;
   187    1.656             219             219               2          0.5000;
   188    1.665             219             219               2          0.5000;
